domain,sld,tld,availability_status,score,tag,estimated_price,keyword_score,trend_score,tld_score,brandability_score,length_score,pronounceability_score,source,fetched_at,scored_at,country
trackify.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
chattrack.uk,chattrack,.uk,✅ Available,25.15,Low Value,15.0,0.0,0.0,30.0,69.75,67.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
bahe.ae,bahe,.ae,✅ Available,25.05,Low Value,25.0,0.0,0.0,30.0,55.25,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
fanu.in,fanu,.in,⚠️ For Sale,25.05,Low Value,25.0,0.0,0.0,30.0,55.25,95.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
pato.ae,pato,.ae,✅ Available,25.05,Low Value,25.0,0.0,0.0,30.0,55.25,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
tagu.us,tagu,.us,❌ Taken,25.05,Low Value,25.0,0.0,0.0,30.0,55.25,95.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
nextship.in,nextship,.in,✅ Available,24.8,Low Value,15.0,0.0,0.0,30.0,64.5,74.0,60.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
omni.de,omni,.de,❌ Taken,24.8,Low Value,25.0,0.0,0.0,30.0,54.0,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
puy.us,puy,.us,⚠️ For Sale,24.8,Low Value,37.5,0.0,0.0,30.0,53.25,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
xoli.in,xoli,.in,✅ Available,24.8,Low Value,25.0,0.0,0.0,30.0,54.0,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
rajoz.de,rajoz,.de,✅ Available,24.65,Low Value,25.0,0.0,0.0,30.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
sukoh.de,sukoh,.de,✅ Available,24.65,Low Value,25.0,0.0,0.0,30.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
navud.us,navud,.us,✅ Available,24.65,Low Value,25.0,0.0,0.0,30.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
molej.us,molej,.us,✅ Available,24.65,Low Value,25.0,0.0,0.0,30.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
rehuj.de,rehuj,.de,✅ Available,24.65,Low Value,25.0,0.0,0.0,30.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
zofol.uk,zofol,.uk,✅ Available,24.4,Low Value,25.0,0.0,0.0,30.0,54.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
jotec.in,jotec,.in,✅ Available,24.4,Low Value,25.0,0.0,0.0,30.0,54.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
zofav.au,zofav,.au,✅ Available,24.4,Low Value,25.0,0.0,0.0,30.0,54.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
jiyam.ae,jiyam,.ae,✅ Available,24.4,Low Value,25.0,0.0,0.0,30.0,54.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
tep.us,tep,.us,⚠️ For Sale,24.3,Low Value,37.5,0.0,0.0,30.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
toz.ae,toz,.ae,✅ Available,24.3,Low Value,37.5,0.0,0.0,30.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
mow.us,mow,.us,❌ Taken,24.3,Low Value,37.5,0.0,0.0,30.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
fot.ae,fot,.ae,❌ Taken,24.3,Low Value,37.5,0.0,0.0,30.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
findtalk.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
trackmint.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
fundcode.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
digi.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
helix.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
paygame.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
super.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
hostdata.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
caremint.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
findhost.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
hosthire.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
puwe.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
chatshop.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
trademint.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
signdata.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
omniforge.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
carbonify.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
talkpath.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
ridedeck.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
giho.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
carelab.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
plantrade.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
findforge.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
stellarlab.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
zensend.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
omniwell.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
hypercore.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
fuf.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
fitapp.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
flowai.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
toyo.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
quantumcode.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
biopro.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
turbocloud.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
lim.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
propro.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
shopsync.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
planmind.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
riw.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
drawcare.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
scansnap.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
rum.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
streamship.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
trackhost.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
mynft.com.au,com,.au,⚠️ For Sale,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
mon.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
syncpro.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
huf.ae,huf,.ae,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
zen.com.au,com,.au,❌ Taken,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
shoppro.com.au,com,.au,✅ Available,24.05,Low Value,37.5,0.0,0.0,30.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
fusionport.au,fusionport,.au,✅ Available,23.85,Low Value,15.0,0.0,0.0,30.0,66.75,60.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
buildship.de,buildship,.de,✅ Available,23.3,Low Value,15.0,0.0,0.0,30.0,60.5,67.0,70.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
aerospace.in,aerospace,.in,❌ Taken,23.3,Low Value,15.0,0.0,0.0,30.0,60.5,67.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
drift.in,drift,.in,❌ Taken,22.55,Low Value,25.0,0.0,0.0,30.0,45.25,90.0,70.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
trackpath.us,trackpath,.us,✅ Available,22.55,Low Value,15.0,0.0,0.0,30.0,56.75,67.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
vertexpulse.ae,vertexpulse,.ae,✅ Available,21.75,Low Value,12.5,0.0,0.0,30.0,59.25,54.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
digifield.in,digifield,.in,✅ Available,21.35,Low Value,15.0,0.0,0.0,30.0,50.75,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
helixpath.us,helixpath,.us,✅ Available,21.1,Low Value,15.0,0.0,0.0,30.0,49.5,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
